locus_tag	ftype	length_bp	gene	EC_number	COG	product
COGMAEJH_00759	CDS	1281				Tn3 family transposase TnXax1
COGMAEJH_00760	CDS	1419			COG2308	putative protein
COGMAEJH_00761	CDS	945				hypothetical protein
COGMAEJH_00762	CDS	819			COG1305	putative protein
COGMAEJH_00763	CDS	744				hypothetical protein
COGMAEJH_00764	CDS	1335				hypothetical protein
COGMAEJH_00765	CDS	285				hypothetical protein
COGMAEJH_00766	CDS	372	limA	3.3.2.8		Limonene-1,2-epoxide hydrolase
COGMAEJH_00767	CDS	2079	fadJ_1		COG1024	Fatty acid oxidation complex subunit alpha
COGMAEJH_00768	CDS	720				hypothetical protein
COGMAEJH_00769	CDS	1320	linC_4	1.14.14.84		Linalool 8-monooxygenase
COGMAEJH_00770	CDS	1134	cntA_2	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
COGMAEJH_00771	CDS	1038				hypothetical protein
COGMAEJH_00772	CDS	1458				hypothetical protein
COGMAEJH_00773	CDS	1008				hypothetical protein
COGMAEJH_00774	CDS	1224				hypothetical protein
COGMAEJH_00775	CDS	1452				hypothetical protein
COGMAEJH_00776	CDS	384				hypothetical protein
COGMAEJH_00777	CDS	327				hypothetical protein
COGMAEJH_00778	CDS	726	ygaZ		COG1296	Inner membrane protein YgaZ
COGMAEJH_00779	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
COGMAEJH_00780	CDS	4692	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
COGMAEJH_00781	CDS	867				hypothetical protein
COGMAEJH_00782	CDS	1035	ltaE	4.1.2.48		Low specificity L-threonine aldolase
COGMAEJH_00783	CDS	459				hypothetical protein
COGMAEJH_00784	CDS	2538	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
COGMAEJH_00785	CDS	2685	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
COGMAEJH_00786	CDS	465	ibpA_1		COG0071	Small heat shock protein IbpA
COGMAEJH_00787	CDS	1218	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
COGMAEJH_00788	CDS	903	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
COGMAEJH_00789	CDS	951				hypothetical protein
COGMAEJH_00790	CDS	744	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
COGMAEJH_00791	CDS	858	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
COGMAEJH_00792	CDS	432				hypothetical protein
COGMAEJH_00793	CDS	1557	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
COGMAEJH_00794	CDS	375				hypothetical protein
COGMAEJH_00795	CDS	942	pldB	3.1.1.5	COG2267	Lysophospholipase L2
COGMAEJH_00796	CDS	801	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
COGMAEJH_00797	CDS	1011				hypothetical protein
COGMAEJH_00798	CDS	738				hypothetical protein
COGMAEJH_00799	CDS	1857	typA		COG1217	GTP-binding protein TypA/BipA
COGMAEJH_00800	CDS	1272				hypothetical protein
COGMAEJH_00801	CDS	300				hypothetical protein
COGMAEJH_00802	CDS	306				hypothetical protein
COGMAEJH_00803	CDS	1206	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
COGMAEJH_00804	CDS	978	lpxH	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
COGMAEJH_00805	CDS	672	qseB			Transcriptional regulatory protein QseB
COGMAEJH_00806	CDS	1389	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
COGMAEJH_00807	CDS	1716	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
COGMAEJH_00808	CDS	726				hypothetical protein
COGMAEJH_00809	CDS	882	dagK_2	2.7.1.107	COG1597	Diacylglycerol kinase
COGMAEJH_00810	CDS	1593				hypothetical protein
COGMAEJH_00811	CDS	975				hypothetical protein
COGMAEJH_00812	CDS	957				hypothetical protein
COGMAEJH_00813	CDS	363	cpdR_2			Response regulator receiver protein CpdR
COGMAEJH_00814	tRNA	75				tRNA-Val(gac)
COGMAEJH_00815	CDS	1131	mdtA_1			Multidrug resistance protein MdtA
COGMAEJH_00816	CDS	3072	bepE			Efflux pump membrane transporter BepE
COGMAEJH_00817	CDS	1224				hypothetical protein
COGMAEJH_00818	CDS	822				hypothetical protein
COGMAEJH_00819	CDS	846	rdpA_1	1.14.11.44		(R)-phenoxypropionate/alpha-ketoglutarate-dioxygenase
COGMAEJH_00820	CDS	609	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
COGMAEJH_00821	CDS	2361				hypothetical protein
COGMAEJH_00822	CDS	1383				putative protein
COGMAEJH_00823	CDS	687				hypothetical protein
COGMAEJH_00824	CDS	1143				hypothetical protein
COGMAEJH_00825	CDS	414				hypothetical protein
COGMAEJH_00826	CDS	351				hypothetical protein
COGMAEJH_00827	CDS	672	nbzA	1.7.1.16		Nitrobenzene nitroreductase
COGMAEJH_00828	CDS	948	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
COGMAEJH_00829	CDS	1755	atsA	3.1.6.1	COG3119	Arylsulfatase
COGMAEJH_00830	CDS	1236		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
COGMAEJH_00831	CDS	1356				hypothetical protein
COGMAEJH_00832	CDS	201				hypothetical protein
COGMAEJH_00833	CDS	999	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
COGMAEJH_00834	CDS	126	rpmJ		COG0257	50S ribosomal protein L36
COGMAEJH_00835	CDS	1056				hypothetical protein
COGMAEJH_00836	CDS	612				hypothetical protein
COGMAEJH_00837	CDS	1023	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
COGMAEJH_00838	CDS	1428	ttuE	2.7.1.40		Pyruvate kinase
COGMAEJH_00839	CDS	1341	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
COGMAEJH_00840	CDS	837				hypothetical protein
COGMAEJH_00841	CDS	303				hypothetical protein
COGMAEJH_00842	CDS	264				hypothetical protein
COGMAEJH_00843	CDS	1734				hypothetical protein
COGMAEJH_00844	CDS	453				hypothetical protein
COGMAEJH_00845	CDS	294				hypothetical protein
COGMAEJH_00846	CDS	639				hypothetical protein
COGMAEJH_00847	CDS	954				hypothetical protein
COGMAEJH_00848	CDS	1359			COG2239	Magnesium transporter MgtE
COGMAEJH_00849	CDS	1299				hypothetical protein
COGMAEJH_00850	CDS	333				hypothetical protein
COGMAEJH_00851	CDS	402				hypothetical protein
COGMAEJH_00852	CDS	624	slmA_2			Nucleoid occlusion factor SlmA
COGMAEJH_00853	CDS	432				hypothetical protein
COGMAEJH_00854	CDS	837				hypothetical protein
COGMAEJH_00855	CDS	1530	norR			Anaerobic nitric oxide reductase transcription regulator NorR
COGMAEJH_00856	CDS	843	pal_1			Peptidoglycan-associated lipoprotein
COGMAEJH_00857	CDS	1845	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
COGMAEJH_00858	CDS	1383	ubiB_2	2.7.-.-		protein kinase UbiB
COGMAEJH_00859	CDS	444				hypothetical protein
COGMAEJH_00860	CDS	984	menH_5	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
COGMAEJH_00861	CDS	144				hypothetical protein
COGMAEJH_00862	CDS	1134	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
COGMAEJH_00863	CDS	321	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
COGMAEJH_00864	CDS	1407	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
COGMAEJH_00865	CDS	378				hypothetical protein
COGMAEJH_00866	CDS	351				hypothetical protein
COGMAEJH_00867	CDS	471	mshD	2.3.1.189		Mycothiol acetyltransferase
COGMAEJH_00868	CDS	222	rpsU		COG0828	30S ribosomal protein S21
COGMAEJH_00869	CDS	672	def	3.5.1.88		Peptide deformylase
COGMAEJH_00870	CDS	690				hypothetical protein
COGMAEJH_00871	CDS	1119	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
COGMAEJH_00872	CDS	627	purE	5.4.99.18		N5-carboxyaminoimidazole ribonucleotide mutase
COGMAEJH_00873	CDS	717				hypothetical protein
COGMAEJH_00874	CDS	207				hypothetical protein
COGMAEJH_00875	CDS	648	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
COGMAEJH_00876	CDS	177				hypothetical protein
COGMAEJH_00877	CDS	1629		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
COGMAEJH_00878	CDS	1908	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
COGMAEJH_00879	CDS	828	fabG2	1.-.-.-		putative oxidoreductase
COGMAEJH_00880	CDS	720				hypothetical protein
COGMAEJH_00881	CDS	996	qorA_3	1.6.5.5	COG0604	Quinone oxidoreductase 1
COGMAEJH_00882	CDS	201				hypothetical protein
COGMAEJH_00883	CDS	588				hypothetical protein
COGMAEJH_00884	CDS	222	rpmE		COG0254	50S ribosomal protein L31
COGMAEJH_00885	CDS	1857	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
COGMAEJH_00886	CDS	1095				hypothetical protein
COGMAEJH_00887	CDS	1023	ompA			Outer membrane protein A
COGMAEJH_00888	CDS	969				hypothetical protein
COGMAEJH_00889	CDS	447				hypothetical protein
COGMAEJH_00890	CDS	804	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
COGMAEJH_00891	CDS	564	efp		COG0231	Elongation factor P
COGMAEJH_00892	CDS	1032				hypothetical protein
COGMAEJH_00893	CDS	660	thiE_2	2.5.1.3		Thiamine-phosphate synthase
COGMAEJH_00894	CDS	1020				hypothetical protein
COGMAEJH_00895	CDS	1209	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
COGMAEJH_00896	CDS	1008	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
COGMAEJH_00897	CDS	2037	tktA	2.2.1.1	COG0021	Transketolase 1
COGMAEJH_00898	CDS	267				hypothetical protein
COGMAEJH_00899	CDS	360				hypothetical protein
COGMAEJH_00900	CDS	591		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
COGMAEJH_00901	CDS	813	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
COGMAEJH_00902	CDS	1029				hypothetical protein
COGMAEJH_00903	CDS	747			COG0217	putative transcriptional regulatory protein
COGMAEJH_00904	CDS	522	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
COGMAEJH_00905	CDS	618	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
COGMAEJH_00906	CDS	1044	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
COGMAEJH_00907	CDS	483	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
COGMAEJH_00908	CDS	726	tolQ_1		COG0811	Tol-Pal system protein TolQ
COGMAEJH_00909	CDS	468	tolR_1			Tol-Pal system protein TolR
COGMAEJH_00910	CDS	813				hypothetical protein
COGMAEJH_00911	CDS	1359	tolB		COG0823	Tol-Pal system protein TolB
COGMAEJH_00912	CDS	498	pal_2			Peptidoglycan-associated lipoprotein
COGMAEJH_00913	CDS	900	cpoB			Cell division coordinator CpoB
COGMAEJH_00914	CDS	1350	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
COGMAEJH_00915	CDS	1929	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
COGMAEJH_00916	CDS	408				hypothetical protein
COGMAEJH_00917	CDS	324	fdxE_2		COG0633	Ferredoxin-6
COGMAEJH_00918	CDS	1266	linC_5	1.14.14.84		Linalool 8-monooxygenase
COGMAEJH_00919	CDS	564	luxR			HTH-type transcriptional regulator LuxR
COGMAEJH_00920	CDS	816	folP	2.5.1.15	COG0294	Dihydropteroate synthase
COGMAEJH_00921	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
COGMAEJH_00922	CDS	816	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
COGMAEJH_00923	CDS	1431	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
COGMAEJH_00924	CDS	792	yddE	5.1.-.-	COG0384	putative isomerase YddE
COGMAEJH_00925	CDS	1176	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
COGMAEJH_00926	CDS	1578	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
COGMAEJH_00927	CDS	495				hypothetical protein
COGMAEJH_00928	CDS	672				hypothetical protein
COGMAEJH_00929	CDS	390				hypothetical protein
COGMAEJH_00930	CDS	918				hypothetical protein
COGMAEJH_00931	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
COGMAEJH_00932	CDS	405				hypothetical protein
COGMAEJH_00933	CDS	417				hypothetical protein
COGMAEJH_00934	CDS	1869	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
COGMAEJH_00935	CDS	1734			COG3653	putative protein
COGMAEJH_00936	CDS	657	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
COGMAEJH_00937	CDS	918	rpoH_2		COG0568	RNA polymerase sigma factor RpoH
COGMAEJH_00938	CDS	420	vsr	3.1.-.-	COG3727	Very short patch repair protein
COGMAEJH_00939	CDS	885				hypothetical protein
COGMAEJH_00940	CDS	963	aplIM	2.1.1.37	COG0270	Modification methylase AplI
COGMAEJH_00941	CDS	1089	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
COGMAEJH_00942	CDS	408				hypothetical protein
COGMAEJH_00943	tRNA	76				tRNA-Glu(ctc)
COGMAEJH_00944	CDS	411				hypothetical protein
COGMAEJH_00945	CDS	732				hypothetical protein
COGMAEJH_00946	CDS	612				hypothetical protein
COGMAEJH_00947	CDS	2067				hypothetical protein
COGMAEJH_00948	CDS	204				hypothetical protein
COGMAEJH_00949	CDS	351				hypothetical protein
COGMAEJH_00950	CDS	804	cysQ_2	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
COGMAEJH_00951	CDS	618	chpT	2.7.99.-		Protein phosphotransferase ChpT
COGMAEJH_00952	CDS	708	ctrA			Cell cycle response regulator CtrA
COGMAEJH_00953	CDS	1329	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
COGMAEJH_00954	CDS	411				hypothetical protein
COGMAEJH_00955	CDS	486				hypothetical protein
COGMAEJH_00956	CDS	324				hypothetical protein
COGMAEJH_00957	CDS	2127	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
COGMAEJH_00958	CDS	1368	atoC		COG2204	Regulatory protein AtoC
COGMAEJH_00959	CDS	357				hypothetical protein
COGMAEJH_00960	CDS	684				hypothetical protein
COGMAEJH_00961	CDS	1026	fliG		COG1536	Flagellar motor switch protein FliG
COGMAEJH_00962	CDS	1665	fliF		COG1766	Flagellar M-ring protein
COGMAEJH_00963	CDS	276				hypothetical protein
COGMAEJH_00964	CDS	681				hypothetical protein
COGMAEJH_00965	CDS	1488				hypothetical protein
COGMAEJH_00966	CDS	1218	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
COGMAEJH_00967	CDS	678	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
COGMAEJH_00968	tRNA	77				tRNA-Met(cat)
COGMAEJH_00969	CDS	1164				hypothetical protein
COGMAEJH_00970	CDS	936				IS3 family transposase ISXau1
COGMAEJH_00971	CDS	267				IS3 family transposase ISMamg1
COGMAEJH_00972	CDS	297	xerC_2			Tyrosine recombinase XerC
COGMAEJH_00973	CDS	1653				hypothetical protein
COGMAEJH_00974	CDS	921	traC_1	2.7.7.-		DNA primase TraC
COGMAEJH_00975	CDS	1512				hypothetical protein
COGMAEJH_00976	CDS	4080				hypothetical protein
COGMAEJH_00977	CDS	255				hypothetical protein
COGMAEJH_00978	CDS	753				hypothetical protein
COGMAEJH_00979	CDS	294				hypothetical protein
COGMAEJH_00980	CDS	201				hypothetical protein
COGMAEJH_00981	CDS	1545				hypothetical protein
COGMAEJH_00982	CDS	201				hypothetical protein
COGMAEJH_00983	CDS	582				hypothetical protein
COGMAEJH_00984	CDS	1707				hypothetical protein
COGMAEJH_00985	CDS	102				hypothetical protein
COGMAEJH_00986	CDS	615	xerC_3			Tyrosine recombinase XerC
COGMAEJH_00987	CDS	396				hypothetical protein
COGMAEJH_00988	CDS	429				hypothetical protein
COGMAEJH_00989	CDS	411				hypothetical protein
COGMAEJH_00990	CDS	1308	traG			Conjugal transfer protein TraG
COGMAEJH_00991	CDS	189				hypothetical protein
COGMAEJH_00992	CDS	1569				hypothetical protein
COGMAEJH_00993	CDS	1287				hypothetical protein
COGMAEJH_00994	CDS	834				hypothetical protein
COGMAEJH_00995	CDS	798				hypothetical protein
COGMAEJH_00996	CDS	3276				hypothetical protein
COGMAEJH_00997	CDS	3183				hypothetical protein
COGMAEJH_00998	CDS	216				hypothetical protein
COGMAEJH_00999	CDS	1113	xerC_4			Tyrosine recombinase XerC
COGMAEJH_01000	CDS	804				hypothetical protein
COGMAEJH_01001	CDS	1551				hypothetical protein
COGMAEJH_01002	CDS	312				hypothetical protein
COGMAEJH_01003	CDS	369	cheY_2		COG0784	Chemotaxis protein CheY 
COGMAEJH_01004	CDS	2148	cheA_2	2.7.13.3	COG0643	Chemotaxis protein CheA
COGMAEJH_01005	CDS	486	cheW_3		COG0835	Chemotaxis protein CheW
COGMAEJH_01006	CDS	861	cheR_2	2.1.1.80		Chemotaxis protein methyltransferase
COGMAEJH_01007	CDS	1068	cheB_1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
COGMAEJH_01008	CDS	390	cheY_3		COG0784	Chemotaxis protein CheY
COGMAEJH_01009	CDS	591	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
COGMAEJH_01010	CDS	420				hypothetical protein
COGMAEJH_01011	CDS	591				hypothetical protein
COGMAEJH_01012	CDS	501				hypothetical protein
COGMAEJH_01013	CDS	234				hypothetical protein
COGMAEJH_01014	CDS	630	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
COGMAEJH_01015	CDS	366				hypothetical protein
COGMAEJH_01016	CDS	216				hypothetical protein
COGMAEJH_01017	CDS	603				hypothetical protein
COGMAEJH_01018	CDS	624	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
COGMAEJH_01019	CDS	204	cspA_1		COG1278	Cold shock protein CspA
COGMAEJH_01020	CDS	441				hypothetical protein
COGMAEJH_01021	CDS	240				hypothetical protein
COGMAEJH_01022	CDS	1020				hypothetical protein
COGMAEJH_01023	CDS	675				hypothetical protein
COGMAEJH_01024	CDS	1140	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
COGMAEJH_01025	CDS	1197		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
COGMAEJH_01026	CDS	1611		6.2.1.42		3-oxocholest-4-en-26-oate--CoA ligase
COGMAEJH_01027	CDS	891				hypothetical protein
COGMAEJH_01028	CDS	621	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
COGMAEJH_01029	CDS	603				hypothetical protein
COGMAEJH_01030	CDS	1137				hypothetical protein
COGMAEJH_01031	CDS	813	ydjP	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
COGMAEJH_01032	CDS	1110	ychF		COG0012	Ribosome-binding ATPase YchF
COGMAEJH_01033	CDS	615	pth	3.1.1.29		Peptidyl-tRNA hydrolase
COGMAEJH_01034	CDS	639	rplY		COG1825	50S ribosomal protein L25
COGMAEJH_01035	CDS	936	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
COGMAEJH_01036	CDS	870				hypothetical protein
COGMAEJH_01037	CDS	771		1.10.3.-	COG1496	Polyphenol oxidase
COGMAEJH_01038	CDS	1077				hypothetical protein
COGMAEJH_01039	CDS	822	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
COGMAEJH_01040	CDS	1266	linC_6	1.14.14.84		Linalool 8-monooxygenase
COGMAEJH_01041	CDS	684				hypothetical protein
COGMAEJH_01042	CDS	285	ubiK			Ubiquinone biosynthesis accessory factor UbiK
COGMAEJH_01043	CDS	504				hypothetical protein
COGMAEJH_01044	CDS	825	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
COGMAEJH_01045	CDS	609				hypothetical protein
COGMAEJH_01046	CDS	372				hypothetical protein
COGMAEJH_01047	CDS	1410	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
COGMAEJH_01048	CDS	723	ompR			Transcriptional regulatory protein OmpR
COGMAEJH_01049	CDS	549				hypothetical protein
COGMAEJH_01050	CDS	903	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
COGMAEJH_01051	CDS	426	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
COGMAEJH_01052	CDS	252				hypothetical protein
COGMAEJH_01053	CDS	612	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
COGMAEJH_01054	CDS	1911	uvrC		COG0322	UvrABC system protein C
COGMAEJH_01055	CDS	408				hypothetical protein
COGMAEJH_01056	CDS	765	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
COGMAEJH_01057	CDS	1038	yrbG_1		COG0530	Inner membrane protein YrbG
COGMAEJH_01058	CDS	354				hypothetical protein
COGMAEJH_01059	CDS	1248				hypothetical protein
COGMAEJH_01060	CDS	612				hypothetical protein
COGMAEJH_01061	CDS	555				hypothetical protein
COGMAEJH_01062	CDS	765	lpxT_2	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
COGMAEJH_01063	CDS	1710	lpxT_3	2.7.4.29		Lipid A 1-diphosphate synthase
COGMAEJH_01064	CDS	2328	uvrB		COG0556	UvrABC system protein B
COGMAEJH_01065	CDS	498				hypothetical protein
COGMAEJH_01066	CDS	792	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
COGMAEJH_01067	CDS	627				hypothetical protein
COGMAEJH_01068	CDS	615				hypothetical protein
COGMAEJH_01069	CDS	627				hypothetical protein
COGMAEJH_01070	CDS	2283				hypothetical protein
COGMAEJH_01071	CDS	609	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
COGMAEJH_01072	CDS	1509	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
COGMAEJH_01073	CDS	615				hypothetical protein
COGMAEJH_01074	CDS	1203	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
COGMAEJH_01075	CDS	744				hypothetical protein
COGMAEJH_01076	CDS	639				hypothetical protein
COGMAEJH_01077	CDS	813	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
COGMAEJH_01078	CDS	468	dps2	1.16.-.-	COG0783	DNA protection during starvation protein 2
COGMAEJH_01079	CDS	672	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
COGMAEJH_01080	CDS	966	trxB	1.8.1.9	COG0492	Thioredoxin reductase
COGMAEJH_01081	CDS	606	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
COGMAEJH_01082	CDS	1980				hypothetical protein
COGMAEJH_01083	CDS	657				hypothetical protein
COGMAEJH_01084	CDS	966				hypothetical protein
COGMAEJH_01085	CDS	486	lrp_2		COG1522	Leucine-responsive regulatory protein
COGMAEJH_01086	CDS	459	greA		COG0782	Transcription elongation factor GreA
COGMAEJH_01087	CDS	3240	carB_2	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
COGMAEJH_01088	CDS	1221	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
COGMAEJH_01089	CDS	465	yqeY		COG1610	putative protein YqeY
COGMAEJH_01090	CDS	1923	dnaG	2.7.7.-		DNA primase
COGMAEJH_01091	CDS	1962	rpoD		COG0568	RNA polymerase sigma factor RpoD
COGMAEJH_01092	CDS	1047	arsM	2.1.1.137		Arsenite methyltransferase
COGMAEJH_01093	CDS	1131				hypothetical protein
COGMAEJH_01094	CDS	618				hypothetical protein
COGMAEJH_01095	CDS	936				IS3 family transposase ISXau1
COGMAEJH_01096	CDS	267				IS3 family transposase ISMamg1
COGMAEJH_01097	CDS	219				hypothetical protein
COGMAEJH_01098	CDS	753			COG2968	26 kDa periplasmic immunogenic protein
COGMAEJH_01099	tRNA	77				tRNA-Met(cat)
COGMAEJH_01100	CDS	210				hypothetical protein
COGMAEJH_01101	CDS	1764	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
COGMAEJH_01102	CDS	795	cysD_1	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
COGMAEJH_01103	CDS	795				hypothetical protein
COGMAEJH_01104	CDS	240				hypothetical protein
COGMAEJH_01105	CDS	2427				hypothetical protein
COGMAEJH_01106	CDS	1560	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
COGMAEJH_01107	CDS	906	nhaR		COG0583	Transcriptional activator protein NhaR
COGMAEJH_01108	CDS	1656	ettA		COG0488	Energy-dependent translational throttle protein EttA
COGMAEJH_01109	CDS	1626	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
COGMAEJH_01110	CDS	573				hypothetical protein
COGMAEJH_01111	CDS	660				hypothetical protein
COGMAEJH_01112	CDS	822	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
COGMAEJH_01113	CDS	993	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
COGMAEJH_01114	CDS	903	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
COGMAEJH_01115	CDS	1074	metH_1	2.1.1.13	COG0646	Methionine synthase
COGMAEJH_01116	CDS	2682	metH_2	2.1.1.13	COG0646	Methionine synthase
COGMAEJH_01117	CDS	981		1.3.1.103		2-haloacrylate reductase
COGMAEJH_01118	CDS	3615				hypothetical protein
COGMAEJH_01119	CDS	711	djlA		COG1076	Co-chaperone protein DjlA
COGMAEJH_01120	CDS	867	eamA		COG0697	putative amino-acid metabolite efflux pump
COGMAEJH_01121	CDS	738	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
COGMAEJH_01122	CDS	963		1.3.1.103		2-haloacrylate reductase
COGMAEJH_01123	CDS	486	mraZ		COG2001	Transcriptional regulator MraZ
COGMAEJH_01124	CDS	1017	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
COGMAEJH_01125	CDS	372				hypothetical protein
COGMAEJH_01126	CDS	1755	ftsI	3.4.16.4		putative peptidoglycan D,D-transpeptidase FtsI
COGMAEJH_01127	CDS	1470	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
COGMAEJH_01128	CDS	1440	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
COGMAEJH_01129	CDS	1089	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
COGMAEJH_01130	CDS	1410	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
