locus_tag	ftype	length_bp	gene	EC_number	COG	product
MGDCJILJ_01013	CDS	159				hypothetical protein
MGDCJILJ_01014	CDS	2415	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
MGDCJILJ_01015	CDS	363				hypothetical protein
MGDCJILJ_01016	CDS	1002	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
MGDCJILJ_01017	CDS	483				hypothetical protein
MGDCJILJ_01018	CDS	672				hypothetical protein
MGDCJILJ_01019	CDS	549				hypothetical protein
MGDCJILJ_01020	CDS	534				hypothetical protein
MGDCJILJ_01021	CDS	1818	nodM	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MGDCJILJ_01022	CDS	1353	glmU			Bifunctional protein GlmU
MGDCJILJ_01023	CDS	651	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
MGDCJILJ_01024	CDS	1248	tetA			Tetracycline resistance protein, class C
MGDCJILJ_01025	CDS	1248	arnB_1	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
MGDCJILJ_01026	CDS	513				hypothetical protein
MGDCJILJ_01027	CDS	813				hypothetical protein
MGDCJILJ_01028	CDS	417				hypothetical protein
MGDCJILJ_01029	CDS	366	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
MGDCJILJ_01030	CDS	531	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
MGDCJILJ_01031	CDS	621	nqo5	7.1.1.-	COG0852	NADH-quinone oxidoreductase chain 5
MGDCJILJ_01032	CDS	423	flK	3.1.2.29	COG5496	Fluoroacetyl-CoA thioesterase
MGDCJILJ_01033	CDS	1236	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
MGDCJILJ_01034	CDS	108				hypothetical protein
MGDCJILJ_01035	CDS	267				hypothetical protein
MGDCJILJ_01036	CDS	270				hypothetical protein
MGDCJILJ_01037	CDS	273				hypothetical protein
MGDCJILJ_01038	CDS	1116				hypothetical protein
MGDCJILJ_01039	CDS	768				hypothetical protein
MGDCJILJ_01040	CDS	222				hypothetical protein
MGDCJILJ_01041	CDS	1296	nqo1	7.1.1.-	COG1894	NADH-quinone oxidoreductase chain 1
MGDCJILJ_01042	CDS	255				hypothetical protein
MGDCJILJ_01043	CDS	402				hypothetical protein
MGDCJILJ_01044	CDS	501				hypothetical protein
MGDCJILJ_01045	CDS	177				hypothetical protein
MGDCJILJ_01046	CDS	2034	nqo3	7.1.1.-	COG1034	NADH-quinone oxidoreductase chain 3
MGDCJILJ_01047	CDS	405				hypothetical protein
MGDCJILJ_01048	CDS	1038	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
MGDCJILJ_01049	CDS	495	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
MGDCJILJ_01050	CDS	423				hypothetical protein
MGDCJILJ_01051	CDS	615	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
MGDCJILJ_01052	CDS	543				hypothetical protein
MGDCJILJ_01053	CDS	306	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
MGDCJILJ_01054	CDS	2199	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
MGDCJILJ_01055	CDS	1539	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
MGDCJILJ_01056	CDS	1437	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
MGDCJILJ_01057	CDS	753	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MGDCJILJ_01058	CDS	774	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
MGDCJILJ_01059	CDS	1677	rnj1	3.1.-.-		Ribonuclease J 1
MGDCJILJ_01060	CDS	1632	rhlE_2	3.6.4.13		ATP-dependent RNA helicase RhlE
MGDCJILJ_01061	CDS	393				hypothetical protein
MGDCJILJ_01062	CDS	1596	prfC		COG4108	Peptide chain release factor 3
MGDCJILJ_01063	CDS	366				hypothetical protein
MGDCJILJ_01064	CDS	1227				hypothetical protein
MGDCJILJ_01065	CDS	1635	alkJ_2	1.1.99.-		Alcohol dehydrogenase [acceptor]
MGDCJILJ_01066	CDS	1176	pnpA	1.14.13.167		Para-nitrophenol 4-monooxygenase
MGDCJILJ_01067	CDS	780	mhpC_1	3.7.1.14		2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
MGDCJILJ_01068	CDS	1014	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
MGDCJILJ_01069	CDS	1014				hypothetical protein
MGDCJILJ_01070	CDS	858	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MGDCJILJ_01071	CDS	720	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MGDCJILJ_01072	CDS	729	lptB_3	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MGDCJILJ_01073	CDS	1302				hypothetical protein
MGDCJILJ_01074	CDS	819		1.-.-.-		putative oxidoreductase
MGDCJILJ_01075	CDS	1632	mopR			Phenol regulator MopR
MGDCJILJ_01076	CDS	837				hypothetical protein
MGDCJILJ_01077	CDS	894		1.1.1.373		3-sulfolactaldehyde reductase
MGDCJILJ_01078	CDS	642	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
MGDCJILJ_01079	CDS	1386	otnK	2.7.1.217		3-oxo-tetronate kinase
MGDCJILJ_01080	CDS	915	ltnD	1.1.1.411	COG2084	L-threonate dehydrogenase
MGDCJILJ_01081	CDS	777	otnI_2	5.3.1.35	COG3622	2-oxo-tetronate isomerase
MGDCJILJ_01082	CDS	1056	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
MGDCJILJ_01083	CDS	687				hypothetical protein
MGDCJILJ_01084	CDS	1011	rbsC_1		COG1172	Ribose import permease protein RbsC
MGDCJILJ_01085	CDS	933	rbsB		COG1879	Ribose import binding protein RbsB
MGDCJILJ_01086	CDS	1503	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MGDCJILJ_01087	CDS	894				hypothetical protein
MGDCJILJ_01088	CDS	1026	gntR_2			HTH-type transcriptional regulator GntR
MGDCJILJ_01089	CDS	1080	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
MGDCJILJ_01090	CDS	831	dasC		COG0395	Diacetylchitobiose uptake system permease protein DasC
MGDCJILJ_01091	CDS	912	ycjO_1		COG1175	Inner membrane ABC transporter permease protein YcjO
MGDCJILJ_01092	CDS	1233	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
MGDCJILJ_01093	CDS	882	hldD_2	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
MGDCJILJ_01094	CDS	1140				hypothetical protein
MGDCJILJ_01095	CDS	798	tsaC1	1.2.1.62		4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
MGDCJILJ_01096	CDS	969		1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
MGDCJILJ_01097	CDS	1533				hypothetical protein
MGDCJILJ_01098	CDS	1446	mpdC	1.2.1.98		Hydroxyisobutyraldehyde dehydrogenase
MGDCJILJ_01099	CDS	1143		3.1.1.-	COG3964	Deacetylase
MGDCJILJ_01100	CDS	783	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MGDCJILJ_01101	CDS	1146	dthadh	4.3.1.27		D-threo-3-hydroxyaspartate dehydratase
MGDCJILJ_01102	CDS	918	yjiE			HTH-type transcriptional regulator YjiE
MGDCJILJ_01103	CDS	402	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MGDCJILJ_01104	CDS	1065		4.1.2.42		D-threonine aldolase
MGDCJILJ_01105	CDS	843	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
MGDCJILJ_01106	CDS	1206		1.14.-.-		Cytochrome P450 CYP107DY1
MGDCJILJ_01107	CDS	189				hypothetical protein
MGDCJILJ_01108	CDS	1224	cmtAa	1.18.1.3	COG0446	p-cumate 2,3-dioxygenase system, ferredoxin--NAD(+) reductase component
MGDCJILJ_01109	CDS	1314	ipuC_2	6.3.2.-		Glutamate--isopropylamine ligase
MGDCJILJ_01110	CDS	1479	gms	6.3.4.12	COG0174	Glutamate--methylamine ligase
MGDCJILJ_01111	CDS	1188				hypothetical protein
MGDCJILJ_01112	CDS	1380	norR			Anaerobic nitric oxide reductase transcription regulator NorR
MGDCJILJ_01113	CDS	1038	ydcS_1	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
MGDCJILJ_01114	CDS	1044	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
MGDCJILJ_01115	CDS	864	potB_2		COG1176	Spermidine/putrescine transport system permease protein PotB
MGDCJILJ_01116	CDS	810	ydcV_2			Inner membrane ABC transporter permease protein YdcV
MGDCJILJ_01117	CDS	723				hypothetical protein
MGDCJILJ_01118	CDS	819	phnC_2	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
MGDCJILJ_01119	CDS	897	phnD_1		COG3221	Phosphate-import protein PhnD
MGDCJILJ_01120	CDS	867				hypothetical protein
MGDCJILJ_01121	CDS	1323				hypothetical protein
MGDCJILJ_01122	CDS	669	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
MGDCJILJ_01123	CDS	711	phnF_1		COG2188	putative transcriptional regulator PhnF
MGDCJILJ_01124	CDS	444	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
MGDCJILJ_01125	CDS	582	phnH_1	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
MGDCJILJ_01126	CDS	573				hypothetical protein
MGDCJILJ_01127	CDS	630	phnI_1	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
MGDCJILJ_01128	CDS	303				hypothetical protein
MGDCJILJ_01129	CDS	873	phnJ_1	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
MGDCJILJ_01130	CDS	786	phnK_1		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
MGDCJILJ_01131	CDS	684	phnL_1	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
MGDCJILJ_01132	CDS	525	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
MGDCJILJ_01133	CDS	687				hypothetical protein
MGDCJILJ_01134	CDS	1146	phnM_1	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
MGDCJILJ_01135	CDS	849				hypothetical protein
MGDCJILJ_01136	CDS	1713	kefB			Glutathione-regulated potassium-efflux system protein KefB
MGDCJILJ_01137	CDS	465				hypothetical protein
MGDCJILJ_01138	CDS	1656	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
MGDCJILJ_01139	CDS	1404	glpK_2	2.7.1.30		Glycerol kinase
MGDCJILJ_01140	CDS	1194		1.18.1.2		Ferredoxin--NADP reductase
MGDCJILJ_01141	CDS	1386				putative protein MG039 
MGDCJILJ_01142	CDS	759	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
MGDCJILJ_01143	CDS	510				hypothetical protein
MGDCJILJ_01144	CDS	1341	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
MGDCJILJ_01145	CDS	1089			COG4663	Lactate-binding periplasmic protein
MGDCJILJ_01146	CDS	612				hypothetical protein
MGDCJILJ_01147	CDS	570				hypothetical protein
MGDCJILJ_01148	CDS	486				hypothetical protein
MGDCJILJ_01149	CDS	432				hypothetical protein
MGDCJILJ_01150	CDS	1476	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MGDCJILJ_01151	CDS	165				hypothetical protein
MGDCJILJ_01152	CDS	987				hypothetical protein
MGDCJILJ_01153	CDS	2250	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
MGDCJILJ_01154	CDS	393				hypothetical protein
MGDCJILJ_01155	CDS	1257	lysC	2.7.2.4	COG0527	Aspartokinase
MGDCJILJ_01156	CDS	1269	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
MGDCJILJ_01157	CDS	1329	xseA	3.1.11.6		Exodeoxyribonuclease 7 large subunit
MGDCJILJ_01158	CDS	744				hypothetical protein
MGDCJILJ_01159	CDS	423				hypothetical protein
MGDCJILJ_01160	CDS	390				hypothetical protein
MGDCJILJ_01161	CDS	393				hypothetical protein
MGDCJILJ_01162	CDS	399				hypothetical protein
MGDCJILJ_01163	CDS	390				hypothetical protein
MGDCJILJ_01164	CDS	1524				hypothetical protein
MGDCJILJ_01165	CDS	1125	ftsY		COG0552	Signal recognition particle receptor FtsY
MGDCJILJ_01166	CDS	891				hypothetical protein
MGDCJILJ_01167	CDS	609	yciB		COG2917	putative intracellular septation protein A
MGDCJILJ_01168	CDS	636				hypothetical protein
MGDCJILJ_01169	CDS	1122				hypothetical protein
MGDCJILJ_01170	CDS	909				hypothetical protein
MGDCJILJ_01171	CDS	1311	metZ	2.5.1.-	COG0626	O-succinylhomoserine sulfhydrylase
MGDCJILJ_01172	CDS	1083	folE2			GTP cyclohydrolase FolE2
MGDCJILJ_01173	CDS	1449	trkI		COG0168	Trk system potassium uptake protein TrkI
MGDCJILJ_01174	CDS	390				hypothetical protein
MGDCJILJ_01175	CDS	966	gpuA	3.5.3.17	COG0010	Guanidinopropionase
MGDCJILJ_01176	CDS	1689	nfdA_1	3.5.1.91		N-substituted formamide deformylase
MGDCJILJ_01177	rRNA	1463				16S ribosomal RNA
MGDCJILJ_01178	tRNA	76				tRNA-Ala(tgc)
MGDCJILJ_01179	tRNA	77				tRNA-Ile(gat)
MGDCJILJ_01180	rRNA	2832				23S ribosomal RNA
MGDCJILJ_01181	rRNA	110				5S ribosomal RNA
MGDCJILJ_01182	tRNA	77				tRNA-Met(cat)
MGDCJILJ_01183	CDS	1170	ccp	1.11.1.5	COG1858	Cytochrome c551 peroxidase
MGDCJILJ_01184	CDS	834				hypothetical protein
MGDCJILJ_01185	CDS	375				hypothetical protein
MGDCJILJ_01186	CDS	945	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
MGDCJILJ_01187	CDS	1644				hypothetical protein
MGDCJILJ_01188	CDS	1191	bcr_1			Bicyclomycin resistance protein
MGDCJILJ_01189	CDS	819				hypothetical protein
MGDCJILJ_01190	CDS	741				hypothetical protein
MGDCJILJ_01191	CDS	231				hypothetical protein
MGDCJILJ_01192	CDS	480	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MGDCJILJ_01193	CDS	1170				hypothetical protein
MGDCJILJ_01194	CDS	1248	soxB_1	1.5.3.1		Sarcosine oxidase subunit beta
MGDCJILJ_01195	CDS	378				hypothetical protein
MGDCJILJ_01196	CDS	336				hypothetical protein
MGDCJILJ_01197	CDS	3006	soxA_1	1.5.3.1		Sarcosine oxidase subunit alpha
MGDCJILJ_01198	CDS	546				hypothetical protein
MGDCJILJ_01199	CDS	411				hypothetical protein
MGDCJILJ_01200	CDS	291				hypothetical protein
MGDCJILJ_01201	CDS	603	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
MGDCJILJ_01202	CDS	936				hypothetical protein
MGDCJILJ_01203	CDS	579		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
MGDCJILJ_01204	CDS	1623				hypothetical protein
MGDCJILJ_01205	CDS	357				hypothetical protein
MGDCJILJ_01206	CDS	1848	atm1		COG5265	ATM1-type heavy metal exporter
MGDCJILJ_01207	CDS	2199				hypothetical protein
MGDCJILJ_01208	CDS	1197				hypothetical protein
MGDCJILJ_01209	CDS	657				hypothetical protein
MGDCJILJ_01210	CDS	1344	bamB		COG1520	Outer membrane protein assembly factor BamB
MGDCJILJ_01211	CDS	1482	der		COG1160	GTPase Der
MGDCJILJ_01212	CDS	726				hypothetical protein
MGDCJILJ_01213	CDS	1305	serS	6.1.1.11	COG0172	Serine--tRNA ligase
MGDCJILJ_01214	CDS	330	yajC		COG1862	Sec translocon accessory complex subunit YajC
MGDCJILJ_01215	CDS	1668	secD		COG0342	Protein translocase subunit SecD
MGDCJILJ_01216	CDS	972	secF			Protein translocase subunit SecF
MGDCJILJ_01217	CDS	354				hypothetical protein
MGDCJILJ_01218	CDS	987	yhdN_2	1.1.1.-	COG0667	Aldo-keto reductase YhdN
MGDCJILJ_01219	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
MGDCJILJ_01220	CDS	642	ccmB		COG2386	Heme exporter protein B
MGDCJILJ_01221	CDS	729	ccmC		COG0755	Heme exporter protein C
MGDCJILJ_01222	CDS	159				hypothetical protein
MGDCJILJ_01223	CDS	540	cycY		COG0526	Thiol:disulfide interchange protein CycY
MGDCJILJ_01224	CDS	588				hypothetical protein
MGDCJILJ_01225	CDS	474				hypothetical protein
MGDCJILJ_01226	CDS	405				hypothetical protein
MGDCJILJ_01227	CDS	2685	acnA	4.2.1.3	COG1048	Aconitate hydratase A
MGDCJILJ_01228	CDS	696				hypothetical protein
MGDCJILJ_01229	CDS	927	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
MGDCJILJ_01230	CDS	879	cntI_3			Pseudopaline exporter CntI
MGDCJILJ_01231	CDS	594				hypothetical protein
MGDCJILJ_01232	CDS	1080	fliG		COG1536	Flagellar motor switch protein FliG
MGDCJILJ_01233	CDS	165				hypothetical protein
MGDCJILJ_01234	CDS	1305	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
MGDCJILJ_01235	CDS	1815				hypothetical protein
MGDCJILJ_01236	CDS	927	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
MGDCJILJ_01237	CDS	477				hypothetical protein
MGDCJILJ_01238	CDS	666				hypothetical protein
MGDCJILJ_01239	CDS	2316	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
MGDCJILJ_01240	CDS	2556	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
MGDCJILJ_01241	CDS	621				hypothetical protein
MGDCJILJ_01242	CDS	906				hypothetical protein
MGDCJILJ_01243	CDS	1020				hypothetical protein
MGDCJILJ_01244	CDS	1344	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
MGDCJILJ_01245	CDS	771				hypothetical protein
MGDCJILJ_01246	CDS	576				hypothetical protein
MGDCJILJ_01247	CDS	810				hypothetical protein
MGDCJILJ_01248	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
MGDCJILJ_01249	CDS	456	decR_1		COG1522	DNA-binding transcriptional activator DecR
MGDCJILJ_01250	CDS	471	lrp_2		COG1522	Leucine-responsive regulatory protein
MGDCJILJ_01251	CDS	1455	atzA	3.8.1.8		Atrazine chlorohydrolase
MGDCJILJ_01252	CDS	825	pcaR		COG1414	Pca regulon regulatory protein
MGDCJILJ_01253	CDS	861	chqB	1.13.11.37		Hydroxyquinol 1,2-dioxygenase
MGDCJILJ_01254	CDS	777				hypothetical protein
MGDCJILJ_01255	CDS	1143	yfdE_1	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
MGDCJILJ_01256	CDS	1074				hypothetical protein
MGDCJILJ_01257	CDS	555				hypothetical protein
MGDCJILJ_01258	CDS	1311	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
MGDCJILJ_01259	CDS	534		1.-.-.-	COG0431	NAD(P)H-dependent FMN reductase
MGDCJILJ_01260	CDS	1206				hypothetical protein
MGDCJILJ_01261	CDS	351				hypothetical protein
MGDCJILJ_01262	CDS	1341				hypothetical protein
MGDCJILJ_01263	CDS	771	frcA_2	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
MGDCJILJ_01264	CDS	1113	rbsC_2		COG1172	Ribose import permease protein RbsC
MGDCJILJ_01265	CDS	942	mglB		COG1879	D-galactose-binding periplasmic protein
MGDCJILJ_01266	CDS	807				hypothetical protein
MGDCJILJ_01267	CDS	1053				hypothetical protein
MGDCJILJ_01268	CDS	1092				hypothetical protein
MGDCJILJ_01269	CDS	312	doxA			Naphthalene 1,2-dioxygenase system, ferredoxin component
MGDCJILJ_01270	CDS	798	panB_1	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
MGDCJILJ_01271	CDS	1212				hypothetical protein
MGDCJILJ_01272	CDS	672				hypothetical protein
MGDCJILJ_01273	CDS	423	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
MGDCJILJ_01274	CDS	2082	tmd_1	1.5.8.2		Trimethylamine dehydrogenase
MGDCJILJ_01275	CDS	756	ramA	3.5.1.100		(R)-stereoselective amidase
MGDCJILJ_01276	CDS	1020				hypothetical protein
MGDCJILJ_01277	CDS	801	ydcV_3			Inner membrane ABC transporter permease protein YdcV
MGDCJILJ_01278	CDS	918	potB_3		COG1176	Spermidine/putrescine transport system permease protein PotB
MGDCJILJ_01279	CDS	1056	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
MGDCJILJ_01280	CDS	792				hypothetical protein
MGDCJILJ_01281	CDS	702	phoU_2		COG0704	Phosphate-specific transport system accessory protein PhoU 
MGDCJILJ_01282	CDS	798	pstB_2	7.3.2.1		Phosphate import ATP-binding protein PstB
MGDCJILJ_01283	CDS	1317				hypothetical protein
MGDCJILJ_01284	CDS	1377				hypothetical protein
MGDCJILJ_01285	CDS	1041	sphX		COG0226	Protein SphX
MGDCJILJ_01286	CDS	1587	alkJ_3	1.1.99.-		Alcohol dehydrogenase [acceptor]
MGDCJILJ_01287	CDS	1398	alkH	1.2.1.3		Aldehyde dehydrogenase
MGDCJILJ_01288	CDS	615				hypothetical protein
MGDCJILJ_01289	CDS	1521	adh	1.2.1.3	COG1012	Aldehyde dehydrogenase
MGDCJILJ_01290	CDS	963				hypothetical protein
MGDCJILJ_01291	CDS	900				hypothetical protein
MGDCJILJ_01292	CDS	489				hypothetical protein
MGDCJILJ_01293	tRNA	85				tRNA-Leu(tag)
MGDCJILJ_01294	CDS	1335	tig	5.2.1.8	COG0544	Trigger factor
MGDCJILJ_01295	CDS	945	cntI_4			Pseudopaline exporter CntI
MGDCJILJ_01296	CDS	570	rplI		COG0359	50S ribosomal protein L9
MGDCJILJ_01297	CDS	228	rpsR		COG0238	30S ribosomal protein S18
MGDCJILJ_01298	CDS	420	rpsF		COG0360	30S ribosomal protein S6
MGDCJILJ_01299	CDS	576	yceI_2		COG2353	Protein YceI
MGDCJILJ_01300	CDS	1191	yceI_3			Protein YceI
MGDCJILJ_01301	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
MGDCJILJ_01302	CDS	738	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MGDCJILJ_01303	CDS	234	acpP_2		COG0236	Acyl carrier protein
MGDCJILJ_01304	CDS	1260	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
MGDCJILJ_01305	CDS	1179	mltG	4.2.2.-		Endolytic murein transglycosylase
MGDCJILJ_01306	CDS	330				hypothetical protein
MGDCJILJ_01307	CDS	1299				hypothetical protein
MGDCJILJ_01308	CDS	1248				hypothetical protein
MGDCJILJ_01309	CDS	246				hypothetical protein
MGDCJILJ_01310	CDS	552				hypothetical protein
MGDCJILJ_01311	CDS	1197				hypothetical protein
MGDCJILJ_01312	CDS	597				hypothetical protein
MGDCJILJ_01313	CDS	339				hypothetical protein
MGDCJILJ_01314	CDS	396				hypothetical protein
MGDCJILJ_01315	CDS	414				hypothetical protein
MGDCJILJ_01316	CDS	321				hypothetical protein
MGDCJILJ_01317	CDS	252				hypothetical protein
MGDCJILJ_01318	CDS	651				hypothetical protein
MGDCJILJ_01319	CDS	633				hypothetical protein
MGDCJILJ_01320	CDS	918				hypothetical protein
MGDCJILJ_01321	CDS	441				hypothetical protein
MGDCJILJ_01322	CDS	3897				hypothetical protein
MGDCJILJ_01323	CDS	285				hypothetical protein
MGDCJILJ_01324	CDS	807	cysE	2.3.1.30	COG1045	Serine acetyltransferase
MGDCJILJ_01325	CDS	648				hypothetical protein
MGDCJILJ_01326	CDS	948				hypothetical protein
MGDCJILJ_01327	CDS	639				hypothetical protein
MGDCJILJ_01328	CDS	1317	pdhC_2	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
MGDCJILJ_01329	CDS	1392	dxs_2	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
MGDCJILJ_01330	CDS	987	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
MGDCJILJ_01331	CDS	303				hypothetical protein
MGDCJILJ_01332	CDS	885	fda	4.1.2.13	COG3588	Fructose-bisphosphate aldolase class 1
MGDCJILJ_01333	CDS	1191	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
MGDCJILJ_01334	CDS	513				hypothetical protein
MGDCJILJ_01335	CDS	390				hypothetical protein
MGDCJILJ_01336	CDS	684				hypothetical protein
MGDCJILJ_01337	CDS	966				hypothetical protein
MGDCJILJ_01338	CDS	1251	tyrS	6.1.1.1		Tyrosine--tRNA ligase
MGDCJILJ_01339	CDS	1113	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
MGDCJILJ_01340	CDS	927	rarD		COG2962	Protein RarD
MGDCJILJ_01341	CDS	420				hypothetical protein
MGDCJILJ_01342	CDS	531	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
MGDCJILJ_01343	CDS	333				hypothetical protein
MGDCJILJ_01344	CDS	1278	eno	4.2.1.11		Enolase
MGDCJILJ_01345	CDS	897	cntI_5			Pseudopaline exporter CntI
MGDCJILJ_01346	CDS	891				hypothetical protein
MGDCJILJ_01347	CDS	3690				hypothetical protein
MGDCJILJ_01348	CDS	345				hypothetical protein
MGDCJILJ_01349	CDS	396	fur		COG0735	Ferric uptake regulation protein
MGDCJILJ_01350	CDS	507	ntaB	1.5.1.42		FMN reductase (NADH) NtaB
MGDCJILJ_01351	CDS	2025	stcD_1	1.-.-.-		putative N-methylproline demethylase
MGDCJILJ_01352	CDS	633				hypothetical protein
MGDCJILJ_01353	CDS	432	nicR		COG1846	HTH-type transcriptional repressor NicR
MGDCJILJ_01354	CDS	840	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
MGDCJILJ_01355	CDS	2670	mop	1.2.99.7		Aldehyde oxidoreductase
MGDCJILJ_01356	CDS	1434	Hnr	1.3.7.1		6-hydroxynicotinate reductase
MGDCJILJ_01357	CDS	969				hypothetical protein
MGDCJILJ_01358	CDS	582				hypothetical protein
MGDCJILJ_01359	CDS	2019	apc3_2	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
MGDCJILJ_01360	CDS	471				hypothetical protein
MGDCJILJ_01361	CDS	1230				hypothetical protein
MGDCJILJ_01362	CDS	3333	mdtC			Multidrug resistance protein MdtC
MGDCJILJ_01363	CDS	1185	macA_1		COG0845	Macrolide export protein MacA
MGDCJILJ_01364	CDS	618				hypothetical protein
MGDCJILJ_01365	CDS	1134	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
