locus_tag	ftype	length_bp	gene	EC_number	COG	product
NAHEBPPK_00865	CDS	384				hypothetical protein
NAHEBPPK_00866	CDS	378				hypothetical protein
NAHEBPPK_00867	CDS	300				hypothetical protein
NAHEBPPK_00868	CDS	282				hypothetical protein
NAHEBPPK_00869	CDS	279				hypothetical protein
NAHEBPPK_00870	CDS	324				hypothetical protein
NAHEBPPK_00871	CDS	1143				hypothetical protein
NAHEBPPK_00872	CDS	792				hypothetical protein
NAHEBPPK_00873	CDS	117				hypothetical protein
NAHEBPPK_00874	CDS	306				hypothetical protein
NAHEBPPK_00875	CDS	1134	dnaN_1			Beta sliding clamp
NAHEBPPK_00876	CDS	261				hypothetical protein
NAHEBPPK_00877	CDS	432				hypothetical protein
NAHEBPPK_00878	CDS	282				hypothetical protein
NAHEBPPK_00879	CDS	282				hypothetical protein
NAHEBPPK_00880	CDS	414				hypothetical protein
NAHEBPPK_00881	CDS	249				hypothetical protein
NAHEBPPK_00882	CDS	276				hypothetical protein
NAHEBPPK_00883	CDS	339				hypothetical protein
NAHEBPPK_00884	CDS	243				hypothetical protein
NAHEBPPK_00885	CDS	381				hypothetical protein
NAHEBPPK_00886	CDS	531				hypothetical protein
NAHEBPPK_00887	CDS	132				hypothetical protein
NAHEBPPK_00888	CDS	753				hypothetical protein
NAHEBPPK_00889	CDS	798				hypothetical protein
NAHEBPPK_00890	CDS	255				hypothetical protein
NAHEBPPK_00891	CDS	267				hypothetical protein
NAHEBPPK_00892	CDS	414				hypothetical protein
NAHEBPPK_00893	CDS	321				hypothetical protein
NAHEBPPK_00894	CDS	225				hypothetical protein
NAHEBPPK_00895	CDS	504				hypothetical protein
NAHEBPPK_00896	CDS	1773				hypothetical protein
NAHEBPPK_00897	CDS	1230				hypothetical protein
NAHEBPPK_00898	CDS	243				hypothetical protein
NAHEBPPK_00899	CDS	645				hypothetical protein
NAHEBPPK_00900	CDS	1305				hypothetical protein
NAHEBPPK_00901	CDS	189				hypothetical protein
NAHEBPPK_00902	CDS	618				hypothetical protein
NAHEBPPK_00903	CDS	330				hypothetical protein
NAHEBPPK_00904	CDS	357				hypothetical protein
NAHEBPPK_00905	CDS	474				hypothetical protein
NAHEBPPK_00906	CDS	429				hypothetical protein
NAHEBPPK_00907	CDS	441				hypothetical protein
NAHEBPPK_00908	CDS	435				hypothetical protein
NAHEBPPK_00909	CDS	192				hypothetical protein
NAHEBPPK_00910	CDS	3366				hypothetical protein
NAHEBPPK_00911	CDS	675				hypothetical protein
NAHEBPPK_00912	CDS	3414				hypothetical protein
NAHEBPPK_00913	CDS	126				hypothetical protein
NAHEBPPK_00914	CDS	303				hypothetical protein
NAHEBPPK_00915	CDS	573				hypothetical protein
NAHEBPPK_00916	CDS	1296				hypothetical protein
NAHEBPPK_00917	CDS	1248				hypothetical protein
NAHEBPPK_00918	CDS	423				hypothetical protein
NAHEBPPK_00919	CDS	207				hypothetical protein
NAHEBPPK_00920	CDS	795				hypothetical protein
NAHEBPPK_00921	CDS	132				hypothetical protein
NAHEBPPK_00922	CDS	123				hypothetical protein
NAHEBPPK_00923	CDS	462				hypothetical protein
NAHEBPPK_00924	CDS	255				hypothetical protein
NAHEBPPK_00925	CDS	549				hypothetical protein
NAHEBPPK_00926	CDS	231				hypothetical protein
NAHEBPPK_00927	CDS	459				hypothetical protein
NAHEBPPK_00928	CDS	654	pcm_2	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
NAHEBPPK_00929	CDS	1281	bepC			Outer membrane efflux protein BepC
NAHEBPPK_00930	CDS	657				hypothetical protein
NAHEBPPK_00931	CDS	2724	valS	6.1.1.9	COG0525	Valine--tRNA ligase
NAHEBPPK_00932	CDS	1008	iaaA_1	3.4.19.5	COG1446	Isoaspartyl peptidase
NAHEBPPK_00933	CDS	1233	soxA	1.5.3.1		Monomeric sarcosine oxidase
NAHEBPPK_00934	CDS	1728	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NAHEBPPK_00935	CDS	993				hypothetical protein
NAHEBPPK_00936	CDS	369				hypothetical protein
NAHEBPPK_00937	CDS	1968	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
NAHEBPPK_00938	CDS	867			COG0596	putative protein
NAHEBPPK_00939	CDS	1740	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
NAHEBPPK_00940	CDS	402	fixJ_1			Transcriptional regulatory protein FixJ
NAHEBPPK_00941	CDS	615	fixJ_2			Transcriptional regulatory protein FixJ
NAHEBPPK_00942	CDS	1161	fixL	2.7.13.3		Sensor protein FixL
NAHEBPPK_00943	CDS	279				hypothetical protein
NAHEBPPK_00944	CDS	1665	fixN	1.9.3.1	COG3278	Cytochrome c oxidase subunit 1 , bacteroid
NAHEBPPK_00945	CDS	768				hypothetical protein
NAHEBPPK_00946	CDS	162				hypothetical protein
NAHEBPPK_00947	CDS	891	fixP		COG2010	Cbb3-type cytochrome c oxidase subunit FixP
NAHEBPPK_00948	CDS	1467				hypothetical protein
NAHEBPPK_00949	CDS	519				hypothetical protein
NAHEBPPK_00950	CDS	2217	copA_3	7.2.2.8		putative copper-importing P-type ATPase A
NAHEBPPK_00951	CDS	171				hypothetical protein
NAHEBPPK_00952	CDS	786				hypothetical protein
NAHEBPPK_00953	CDS	834				hypothetical protein
NAHEBPPK_00954	CDS	681		1.14.11.-	COG3128	PKHD-type hydroxylase
NAHEBPPK_00955	CDS	1023	rutF_1	1.5.1.42		FMN reductase (NADH) RutF
NAHEBPPK_00956	CDS	2160	katG	1.11.1.21	COG0376	Catalase-peroxidase
NAHEBPPK_00957	CDS	1428	styD	1.2.1.39		Phenylacetaldehyde dehydrogenase
NAHEBPPK_00958	CDS	618				hypothetical protein
NAHEBPPK_00959	CDS	243				hypothetical protein
NAHEBPPK_00960	CDS	267				hypothetical protein
NAHEBPPK_00961	CDS	1695			COG3653	putative protein
NAHEBPPK_00962	CDS	963	ephA	3.3.2.10		Epoxide hydrolase A
NAHEBPPK_00963	CDS	1521				hypothetical protein
NAHEBPPK_00964	CDS	699				hypothetical protein
NAHEBPPK_00965	CDS	618				hypothetical protein
NAHEBPPK_00966	CDS	1428		1.1.2.-	COG0277	L-gulono-1,4-lactone dehydrogenase
NAHEBPPK_00967	CDS	1281				hypothetical protein
NAHEBPPK_00968	CDS	1197	emrA			Colistin resistance protein EmrA
NAHEBPPK_00969	CDS	1638	emrB			Multidrug export protein EmrB
NAHEBPPK_00970	CDS	1059	gnl_1	3.1.1.17		Gluconolactonase
NAHEBPPK_00971	CDS	1698	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
NAHEBPPK_00972	CDS	891	mmsB	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
NAHEBPPK_00973	CDS	777	echA8_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
NAHEBPPK_00974	CDS	777				hypothetical protein
NAHEBPPK_00975	CDS	1497	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
NAHEBPPK_00976	CDS	903				hypothetical protein
NAHEBPPK_00977	CDS	1530				hypothetical protein
NAHEBPPK_00978	CDS	783				IS21 family transposase IS1600
NAHEBPPK_00979	CDS	1338				hypothetical protein
NAHEBPPK_00980	CDS	1446				hypothetical protein
NAHEBPPK_00981	tRNA	85				tRNA-Leu(cag)
NAHEBPPK_00982	CDS	969		1.6.5.11	COG2070	NADH:quinone reductase
NAHEBPPK_00983	CDS	900	yphB		COG2017	putative protein YphB
NAHEBPPK_00984	CDS	2433		3.2.1.-		Beta-xylosidase
NAHEBPPK_00985	CDS	1425	xylE_2			D-xylose-proton symporter
NAHEBPPK_00986	CDS	1509	rebH_4	1.14.19.9		Flavin-dependent tryptophan halogenase RebH
NAHEBPPK_00987	CDS	1041				hypothetical protein
NAHEBPPK_00988	CDS	3009				hypothetical protein
NAHEBPPK_00989	CDS	1026	bglA_2	3.2.1.73		Beta-glucanase
NAHEBPPK_00990	CDS	2274		3.2.1.-		Beta-xylosidase
NAHEBPPK_00991	CDS	753	btsR		COG3279	Transcriptional regulatory protein BtsR
NAHEBPPK_00992	CDS	1206				hypothetical protein
NAHEBPPK_00993	CDS	162				hypothetical protein
NAHEBPPK_00994	CDS	939	oxyR_1			Hydrogen peroxide-inducible genes activator
NAHEBPPK_00995	CDS	669				hypothetical protein
NAHEBPPK_00996	CDS	606				hypothetical protein
NAHEBPPK_00997	CDS	987				hypothetical protein
NAHEBPPK_00998	CDS	306				hypothetical protein
NAHEBPPK_00999	CDS	327				hypothetical protein
NAHEBPPK_01000	CDS	3270	bepE			Efflux pump membrane transporter BepE
NAHEBPPK_01001	CDS	990	mdtA_2			Multidrug resistance protein MdtA
NAHEBPPK_01002	CDS	360		2.8.1.-	COG0607	Sulfurtransferase
NAHEBPPK_01003	CDS	1272		1.8.5.4	COG0446	Sulfide-quinone reductase
NAHEBPPK_01004	CDS	441	trxC	1.8.1.8	COG0526	Thioredoxin 2
NAHEBPPK_01005	CDS	204				hypothetical protein
NAHEBPPK_01006	CDS	705				hypothetical protein
NAHEBPPK_01007	tRNA	90				tRNA-Ser(gct)
NAHEBPPK_01008	CDS	696				hypothetical protein
NAHEBPPK_01009	tRNA	74				tRNA-Pro(ggg)
NAHEBPPK_01010	CDS	1890				hypothetical protein
NAHEBPPK_01011	CDS	942	vldW	1.14.11.52		Validamycin A dioxygenase
NAHEBPPK_01012	CDS	1137	kdnA	2.6.1.109	COG0399	8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase
NAHEBPPK_01013	CDS	1635	betA_2	1.2.1.8		Oxygen-dependent choline dehydrogenase
NAHEBPPK_01014	CDS	633			COG0546	putative protein
NAHEBPPK_01015	CDS	786	thiG	2.8.1.10	COG2022	Thiazole synthase
NAHEBPPK_01016	CDS	213	thiS		COG2104	Sulfur carrier protein ThiS
NAHEBPPK_01017	CDS	444	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
NAHEBPPK_01018	CDS	477	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
NAHEBPPK_01019	CDS	1389	accC	6.3.4.14	COG0439	Biotin carboxylase
NAHEBPPK_01020	CDS	768	aat	2.3.2.6		Leucyl/phenylalanyl-tRNA--protein transferase
NAHEBPPK_01021	CDS	549				hypothetical protein
NAHEBPPK_01022	CDS	513	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
NAHEBPPK_01023	CDS	393				hypothetical protein
NAHEBPPK_01024	CDS	2241				hypothetical protein
NAHEBPPK_01025	CDS	759				hypothetical protein
NAHEBPPK_01026	CDS	1824	aspS	6.1.1.12		Aspartate--tRNA ligase
NAHEBPPK_01027	CDS	1167	rnd_1	3.1.13.5	COG0349	Ribonuclease D
NAHEBPPK_01028	CDS	1485	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
NAHEBPPK_01029	CDS	2175	ppk	2.7.4.1	COG0855	Polyphosphate kinase
NAHEBPPK_01030	CDS	723				hypothetical protein
NAHEBPPK_01031	CDS	1017				hypothetical protein
NAHEBPPK_01032	CDS	426				hypothetical protein
NAHEBPPK_01033	CDS	1029	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
NAHEBPPK_01034	CDS	600	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
NAHEBPPK_01035	CDS	330				hypothetical protein
NAHEBPPK_01036	CDS	1014	yfmJ_1	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
NAHEBPPK_01037	CDS	873	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
NAHEBPPK_01038	CDS	267	fliN		COG1886	Flagellar motor switch protein FliN
NAHEBPPK_01039	CDS	414				hypothetical protein
NAHEBPPK_01040	CDS	921				hypothetical protein
NAHEBPPK_01041	CDS	669				hypothetical protein
NAHEBPPK_01042	CDS	273				hypothetical protein
NAHEBPPK_01043	CDS	681				hypothetical protein
NAHEBPPK_01044	CDS	507				hypothetical protein
NAHEBPPK_01045	CDS	375				hypothetical protein
NAHEBPPK_01046	CDS	423				hypothetical protein
NAHEBPPK_01047	CDS	1092				hypothetical protein
NAHEBPPK_01048	CDS	618				hypothetical protein
NAHEBPPK_01049	CDS	813	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
NAHEBPPK_01050	CDS	504				hypothetical protein
NAHEBPPK_01051	CDS	261				hypothetical protein
NAHEBPPK_01052	CDS	966	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
NAHEBPPK_01053	CDS	351				hypothetical protein
NAHEBPPK_01054	CDS	1047				hypothetical protein
NAHEBPPK_01055	CDS	1002				hypothetical protein
NAHEBPPK_01056	CDS	354	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
NAHEBPPK_01057	CDS	1014				hypothetical protein
NAHEBPPK_01058	CDS	1227				hypothetical protein
NAHEBPPK_01059	CDS	1461				hypothetical protein
NAHEBPPK_01060	CDS	1140				hypothetical protein
NAHEBPPK_01061	CDS	1608	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NAHEBPPK_01062	CDS	1959	asnB_1	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
NAHEBPPK_01063	CDS	1878	asnB_2	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
NAHEBPPK_01064	CDS	1614				hypothetical protein
NAHEBPPK_01065	CDS	1092	sacA	5.1.3.14		UDP-N-acetylglucosamine 2-epimerase
NAHEBPPK_01066	CDS	1311	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
NAHEBPPK_01067	CDS	2706	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
NAHEBPPK_01068	CDS	1776	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NAHEBPPK_01069	CDS	879	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
NAHEBPPK_01070	CDS	2079				hypothetical protein
NAHEBPPK_01071	CDS	801				hypothetical protein
NAHEBPPK_01072	CDS	1800	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NAHEBPPK_01073	CDS	444				hypothetical protein
NAHEBPPK_01074	CDS	723	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
NAHEBPPK_01075	CDS	1062	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
NAHEBPPK_01076	CDS	912	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
NAHEBPPK_01077	CDS	2412				hypothetical protein
NAHEBPPK_01078	CDS	960				hypothetical protein
NAHEBPPK_01079	CDS	999	yfdH	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
NAHEBPPK_01080	CDS	4305				hypothetical protein
NAHEBPPK_01081	CDS	1182	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
NAHEBPPK_01082	CDS	855	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
NAHEBPPK_01083	CDS	1410	ahcY	3.3.1.1		Adenosylhomocysteinase
NAHEBPPK_01084	CDS	1155	wbpE	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
NAHEBPPK_01085	CDS	924				hypothetical protein
NAHEBPPK_01086	CDS	903	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
NAHEBPPK_01087	CDS	582	rfbC_2	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
NAHEBPPK_01088	CDS	1827	nodM	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
NAHEBPPK_01089	CDS	903	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
NAHEBPPK_01090	CDS	1908	cysNC		COG0529	Bifunctional enzyme CysN/CysC
NAHEBPPK_01091	CDS	567				hypothetical protein
NAHEBPPK_01092	CDS	660	fzlA			FtsZ-localized protein A
NAHEBPPK_01093	CDS	1065	algA		COG0662	Alginate biosynthesis protein AlgA
NAHEBPPK_01094	CDS	1737	prsD			Type I secretion system ATP-binding protein PrsD
NAHEBPPK_01095	CDS	1317	prsE			Type I secretion system membrane fusion protein PrsE
NAHEBPPK_01096	CDS	1533	der		COG1160	GTPase Der
NAHEBPPK_01097	CDS	1353	bamB			Outer membrane protein assembly factor BamB
NAHEBPPK_01098	CDS	720				hypothetical protein
NAHEBPPK_01099	CDS	828	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
NAHEBPPK_01100	CDS	399				hypothetical protein
NAHEBPPK_01101	CDS	582				hypothetical protein
NAHEBPPK_01102	CDS	672				hypothetical protein
NAHEBPPK_01103	CDS	909	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
NAHEBPPK_01104	CDS	1824	atm1		COG5265	ATM1-type heavy metal exporter
NAHEBPPK_01105	CDS	420				hypothetical protein
NAHEBPPK_01106	CDS	447				hypothetical protein
NAHEBPPK_01107	CDS	591		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
NAHEBPPK_01108	CDS	249				hypothetical protein
NAHEBPPK_01109	CDS	1449	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
NAHEBPPK_01110	CDS	1005				hypothetical protein
NAHEBPPK_01111	CDS	843				hypothetical protein
NAHEBPPK_01112	CDS	600				hypothetical protein
NAHEBPPK_01113	CDS	1623				hypothetical protein
NAHEBPPK_01114	CDS	825				hypothetical protein
NAHEBPPK_01115	CDS	354				hypothetical protein
NAHEBPPK_01116	CDS	2946	tolB_2			Tol-Pal system protein TolB
NAHEBPPK_01117	CDS	696				hypothetical protein
NAHEBPPK_01118	CDS	705				hypothetical protein
NAHEBPPK_01119	CDS	1332				hypothetical protein
NAHEBPPK_01120	CDS	2268	fyuA_2		COG1629	Pesticin receptor
NAHEBPPK_01121	CDS	642				hypothetical protein
NAHEBPPK_01122	CDS	705				hypothetical protein
NAHEBPPK_01123	CDS	201				hypothetical protein
NAHEBPPK_01124	CDS	1146	lldD_2	1.1.-.-	COG1304	Putative L-lactate dehydrogenase
NAHEBPPK_01125	CDS	1152	acrC_1	1.3.1.95		Acryloyl-CoA reductase (NADH)
NAHEBPPK_01126	CDS	3459				hypothetical protein
NAHEBPPK_01127	CDS	411	lrp		COG1522	Leucine-responsive regulatory protein
NAHEBPPK_01128	CDS	714	glcC		COG2186	Glc operon transcriptional activator
NAHEBPPK_01129	CDS	798	rhaR			HTH-type transcriptional activator RhaR
NAHEBPPK_01130	CDS	1317				hypothetical protein
NAHEBPPK_01131	CDS	1404		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
NAHEBPPK_01132	CDS	2109	fyuA_3		COG1629	Pesticin receptor
NAHEBPPK_01133	CDS	900	gmuE_1	2.7.1.4	COG1940	Putative fructokinase
NAHEBPPK_01134	CDS	765	gdh_1	1.1.1.16		Galactitol 2-dehydrogenase
NAHEBPPK_01135	CDS	1485		3.1.1.1	COG2272	Carboxylesterase
NAHEBPPK_01136	CDS	1308				hypothetical protein
NAHEBPPK_01137	CDS	708				hypothetical protein
NAHEBPPK_01138	CDS	222				hypothetical protein
NAHEBPPK_01139	CDS	399				hypothetical protein
NAHEBPPK_01140	CDS	1545				hypothetical protein
NAHEBPPK_01141	tRNA	90				tRNA-Ser(cga)
NAHEBPPK_01142	CDS	996				hypothetical protein
NAHEBPPK_01143	CDS	954	feaR		COG2207	Transcriptional activator FeaR
NAHEBPPK_01144	CDS	567	comR			HTH-type transcriptional repressor ComR
NAHEBPPK_01145	CDS	387	rplU		COG0261	50S ribosomal protein L21
NAHEBPPK_01146	CDS	270	rpmA		COG0211	50S ribosomal protein L27
NAHEBPPK_01147	CDS	564				hypothetical protein
NAHEBPPK_01148	CDS	537				hypothetical protein
NAHEBPPK_01149	tRNA	76				tRNA-Ala(ggc)
NAHEBPPK_01150	CDS	699				hypothetical protein
NAHEBPPK_01151	CDS	738				hypothetical protein
NAHEBPPK_01152	CDS	1053	msrQ_2			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
NAHEBPPK_01153	CDS	138				hypothetical protein
NAHEBPPK_01154	CDS	237				hypothetical protein
NAHEBPPK_01155	CDS	852				IS3 family transposase ISPfe1
NAHEBPPK_01156	CDS	264				IS3 family transposase ISR1
NAHEBPPK_01157	CDS	1659	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
NAHEBPPK_01158	CDS	819				hypothetical protein
NAHEBPPK_01159	CDS	1338	gltX_2	6.1.1.17	COG0008	Glutamate--tRNA ligase
NAHEBPPK_01160	CDS	1080				hypothetical protein
NAHEBPPK_01161	CDS	1218	nhaP			K(+)/H(+) antiporter NhaP
NAHEBPPK_01162	tRNA	85				tRNA-Leu(gag)
NAHEBPPK_01163	CDS	774				hypothetical protein
NAHEBPPK_01164	CDS	531				hypothetical protein
NAHEBPPK_01165	CDS	534				hypothetical protein
NAHEBPPK_01166	CDS	2004	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
NAHEBPPK_01167	CDS	1263				hypothetical protein
NAHEBPPK_01168	CDS	984				hypothetical protein
NAHEBPPK_01169	CDS	816		1.1.1.47	COG1028	Glucose 1-dehydrogenase
NAHEBPPK_01170	CDS	660				hypothetical protein
NAHEBPPK_01171	CDS	1122	ald_1	1.4.1.1	COG0686	Alanine dehydrogenase
NAHEBPPK_01172	CDS	1311			COG1228	putative protein
NAHEBPPK_01173	CDS	870				hypothetical protein
NAHEBPPK_01174	tRNA	86				tRNA-Leu(taa)
NAHEBPPK_01175	CDS	1470	sdcS			Sodium-dependent dicarboxylate transporter SdcS
NAHEBPPK_01176	CDS	666				hypothetical protein
NAHEBPPK_01177	CDS	210	cspA_1		COG1278	Cold shock protein CspA
NAHEBPPK_01178	CDS	1212	bktB	2.3.1.16	COG0183	Beta-ketothiolase BktB
NAHEBPPK_01179	CDS	771	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
NAHEBPPK_01180	CDS	783	echA8_3	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
NAHEBPPK_01181	CDS	483				hypothetical protein
NAHEBPPK_01182	CDS	756	cinA			Putative competence-damage inducible protein
NAHEBPPK_01183	CDS	1311			COG1680	putative protein
NAHEBPPK_01184	CDS	867	map	3.4.11.18	COG0024	Methionine aminopeptidase
NAHEBPPK_01185	CDS	687				hypothetical protein
NAHEBPPK_01186	CDS	1584	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
NAHEBPPK_01187	CDS	1494	nanT_2			Sialic acid transporter NanT
NAHEBPPK_01188	CDS	1500				hypothetical protein
NAHEBPPK_01189	CDS	987	thrB	2.7.1.39	COG2334	Homoserine kinase
NAHEBPPK_01190	CDS	558				hypothetical protein
NAHEBPPK_01191	CDS	1047				hypothetical protein
NAHEBPPK_01192	CDS	447	rnhA	3.1.26.4	COG0328	Ribonuclease HI
NAHEBPPK_01193	CDS	432				hypothetical protein
NAHEBPPK_01194	CDS	768	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
NAHEBPPK_01195	CDS	1128	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
NAHEBPPK_01196	CDS	369				hypothetical protein
NAHEBPPK_01197	CDS	1458	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
NAHEBPPK_01198	CDS	837	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
NAHEBPPK_01199	CDS	675				hypothetical protein
NAHEBPPK_01200	CDS	1398	murC_1	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
NAHEBPPK_01201	CDS	945				hypothetical protein
NAHEBPPK_01202	CDS	1221	kynU	3.7.1.3		Kynureninase
NAHEBPPK_01203	CDS	987	dhmA_1	3.8.1.5	COG0596	Haloalkane dehalogenase
NAHEBPPK_01204	CDS	1650		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
NAHEBPPK_01205	CDS	903		1.8.3.7	COG1262	Formylglycine-generating enzyme
NAHEBPPK_01206	CDS	615				hypothetical protein
NAHEBPPK_01207	CDS	1086	rbn	3.1.26.11		Ribonuclease BN
NAHEBPPK_01208	CDS	462				hypothetical protein
NAHEBPPK_01209	CDS	1272				hypothetical protein
NAHEBPPK_01210	CDS	1758	atsA	3.1.6.1	COG3119	Arylsulfatase
NAHEBPPK_01211	tRNA	76				tRNA-Lys(ttt)
NAHEBPPK_01212	CDS	645				hypothetical protein
NAHEBPPK_01213	CDS	1137	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
NAHEBPPK_01214	CDS	1140				hypothetical protein
NAHEBPPK_01215	CDS	888				Iron-sulfur cluster carrier protein
NAHEBPPK_01216	CDS	468				hypothetical protein
NAHEBPPK_01217	CDS	900	panC	6.3.2.1	COG0414	Pantothenate synthetase
NAHEBPPK_01218	CDS	1095	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
NAHEBPPK_01219	CDS	1029	ccpA_2		COG1609	Catabolite control protein A
NAHEBPPK_01220	CDS	909				hypothetical protein
NAHEBPPK_01221	CDS	963	strE_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
NAHEBPPK_01222	CDS	1509	yhdG		COG0531	putative amino acid permease YhdG
NAHEBPPK_01223	CDS	573	paiB_1		COG2808	Protease synthase and sporulation protein PAI 2
NAHEBPPK_01224	CDS	1608	rocA1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 1
NAHEBPPK_01225	CDS	492				hypothetical protein
NAHEBPPK_01226	CDS	867				hypothetical protein
NAHEBPPK_01227	CDS	612				hypothetical protein
NAHEBPPK_01228	CDS	2259				hypothetical protein
NAHEBPPK_01229	CDS	285				hypothetical protein
NAHEBPPK_01230	CDS	423				hypothetical protein
NAHEBPPK_01231	CDS	1953	traG_1			Conjugal transfer protein TraG
NAHEBPPK_01232	CDS	3162	mdtC_2			Multidrug resistance protein MdtC
NAHEBPPK_01233	CDS	1119	mdtA_3			Multidrug resistance protein MdtA
NAHEBPPK_01234	CDS	408				hypothetical protein
NAHEBPPK_01235	CDS	528				hypothetical protein
NAHEBPPK_01236	CDS	1419	oprM_1		COG1538	Outer membrane protein OprM
NAHEBPPK_01237	CDS	3144	acrB		COG0841	Multidrug efflux pump subunit AcrB
NAHEBPPK_01238	CDS	1188	mexA			Multidrug resistance protein MexA
NAHEBPPK_01239	CDS	615	betI			HTH-type transcriptional regulator BetI
NAHEBPPK_01240	CDS	228				hypothetical protein
NAHEBPPK_01241	CDS	2460	btuB_6			Vitamin B12 transporter BtuB
NAHEBPPK_01242	CDS	369				hypothetical protein
NAHEBPPK_01243	CDS	126				hypothetical protein
NAHEBPPK_01244	CDS	228				hypothetical protein
NAHEBPPK_01245	CDS	657				IS66 family transposase IS66
NAHEBPPK_01246	CDS	375				hypothetical protein
NAHEBPPK_01247	CDS	972				hypothetical protein
NAHEBPPK_01248	CDS	1638		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
NAHEBPPK_01249	CDS	1614		6.2.1.42		3-oxocholest-4-en-26-oate--CoA ligase
NAHEBPPK_01250	CDS	1092	acrC_2	1.3.1.95		Acryloyl-CoA reductase (NADH)
NAHEBPPK_01251	CDS	1251		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
NAHEBPPK_01252	CDS	462				hypothetical protein
NAHEBPPK_01253	CDS	1191				hypothetical protein
NAHEBPPK_01254	CDS	1170		1.13.12.-	COG2070	Putative monooxygenase
